ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
215383_x_at	0.5059906	2.07e-01	-1.2638158	-5.21287	-0.08548758	SPG21	spastic paraplegia 21 (autosomal recessive, Mast syndrome)
219614_s_at	0.5060096	2.07e-01	-1.2637255	-5.21297	-0.21225203	SLC6A20	solute carrier family 6 member 20
36742_at	0.5060096	2.07e-01	-1.2636675	-5.21304	-0.14457005	TRIM15	tripartite motif containing 15
206146_s_at	0.5060222	2.07e-01	-1.2635897	-5.21313	-0.16950439	RHAG	Rh-associated glycoprotein
202329_at	0.5060654	2.07e-01	-1.263477	-5.21327	-0.07659664	CSK	c-src tyrosine kinase
203440_at	0.5060969	2.07e-01	1.2633776	-5.21338	0.2773932	CDH2	cadherin 2
217836_s_at	0.506321	2.08e-01	1.2630583	-5.21376	0.09357168	YY1AP1	YY1 associated protein 1
207021_at	0.5065561	2.08e-01	-1.2627264	-5.21415	-0.21383138	ZPBP	zona pellucida binding protein
214215_s_at	0.5066265	2.08e-01	1.2625218	-5.21439	0.19308615	LARP4B	La ribonucleoprotein domain family member 4B
204758_s_at	0.5066265	2.08e-01	-1.2625022	-5.21441	-0.18178688	C2CD2L	C2CD2 like
220271_x_at	0.5066265	2.08e-01	-1.262456	-5.21447	-0.14478987	EFCAB6	EF-hand calcium binding domain 6
200849_s_at	0.5067281	2.08e-01	-1.2622667	-5.21469	-0.08428044	AHCYL1	adenosylhomocysteinase like 1
209720_s_at	0.5067281	2.08e-01	-1.2622133	-5.21475	-0.25696547	SERPINB3	serpin family B member 3
211592_s_at	0.5067772	2.08e-01	1.262094	-5.2149	0.2256385	CACNA1C	calcium voltage-gated channel subunit alpha1 C
219513_s_at	0.5070452	2.08e-01	-1.2617246	-5.21533	-0.10252726	SH2D3A	SH2 domain containing 3A
207127_s_at	0.5073199	2.08e-01	-1.2613258	-5.2158	-0.07489422	HNRNPH3	heterogeneous nuclear ribonucleoprotein H3
219211_at	0.5073199	2.08e-01	-1.2612645	-5.21587	-0.13357088	USP18	ubiquitin specific peptidase 18
212717_at	0.5073199	2.08e-01	-1.2612212	-5.21592	-0.0727167	PLEKHM1	pleckstrin homology and RUN domain containing M1
202352_s_at	0.5073743	2.08e-01	1.2610958	-5.21607	0.0896271	PSMD12	proteasome 26S subunit, non-ATPase 12
219642_s_at	0.507446	2.08e-01	-1.2609507	-5.21624	-0.16655515	PEX5L	peroxisomal biogenesis factor 5 like
218595_s_at	0.507456	2.08e-01	1.260876	-5.21633	0.07292024	HEATR1	HEAT repeat containing 1
218258_at	0.5074661	2.08e-01	1.2607393	-5.21649	0.09858923	POLR1D	RNA polymerase I subunit D
202257_s_at	0.5074661	2.08e-01	1.2607379	-5.21649	0.09123567	CD2BP2	CD2 cytoplasmic tail binding protein 2
217948_at	0.5076835	2.09e-01	-1.2604231	-5.21686	-0.13131075	FAM127B	family with sequence similarity 127 member B
216812_at	0.5076835	2.09e-01	1.2602623	-5.21705	0.16266195		
209863_s_at	0.5076835	2.09e-01	-1.2601245	-5.21721	-0.16848182	TP63	tumor protein p63
221123_x_at	0.5076835	2.09e-01	-1.2601186	-5.21722	-0.11662637	FBXO16///ZNF395	F-box protein 16///zinc finger protein 395
211684_s_at	0.5076835	2.09e-01	1.2600665	-5.21728	0.08647219	DYNC1I2	dynein cytoplasmic 1 intermediate chain 2
201346_at	0.5076835	2.09e-01	1.260054	-5.21729	0.1308924	ADIPOR2	adiponectin receptor 2
213652_at	0.5076835	2.09e-01	1.2599442	-5.21742	0.25696054	PCSK5	proprotein convertase subtilisin/kexin type 5
201523_x_at	0.5076835	2.09e-01	-1.2599245	-5.21745	-0.13271168	UBE2N	ubiquitin conjugating enzyme E2 N
213805_at	0.5076835	2.09e-01	1.2599204	-5.21745	0.13240099	ABHD5	abhydrolase domain containing 5
203238_s_at	0.5078185	2.09e-01	-1.2597032	-5.21771	-0.11305232	NOTCH3	notch 3
207746_at	0.5078675	2.09e-01	1.2595558	-5.21788	0.09233058	POLQ	DNA polymerase theta
208234_x_at	0.5078675	2.09e-01	-1.2594681	-5.21798	-0.07527001	FGFR2	fibroblast growth factor receptor 2
220110_s_at	0.5078675	2.09e-01	-1.2594575	-5.218	-0.14773539	NXF3	nuclear RNA export factor 3
209710_at	0.5079015	2.09e-01	1.2593555	-5.21811	0.1813864	GATA2	GATA binding protein 2
201283_s_at	0.5079571	2.09e-01	-1.2592289	-5.21826	-0.23997679	TRAK1	trafficking kinesin protein 1
202177_at	0.507999	2.09e-01	-1.2591091	-5.2184	-0.14998881	GAS6	growth arrest specific 6
207651_at	0.507999	2.09e-01	-1.2590546	-5.21847	-0.28138523	GPR171	G protein-coupled receptor 171
212256_at	0.5080413	2.09e-01	1.2589344	-5.21861	0.12501855	GALNT10	polypeptide N-acetylgalactosaminyltransferase 10
215622_x_at	0.5080413	2.09e-01	-1.2587934	-5.21877	-0.06994491	PHF7	PHD finger protein 7
221934_s_at	0.5080413	2.09e-01	1.2587597	-5.21881	0.11251214	DALRD3	DALR anticodon binding domain containing 3
207194_s_at	0.5080413	2.09e-01	-1.2587307	-5.21885	-0.16159891	ICAM4	intercellular adhesion molecule 4 (Landsteiner-Wiener blood group)
202743_at	0.5080413	2.09e-01	1.2586239	-5.21897	0.13183857	PIK3R3	phosphoinositide-3-kinase regulatory subunit 3
201484_at	0.5080413	2.09e-01	1.2585799	-5.21903	0.08939206	SUPT4H1	SPT4 homolog, DSIF elongation factor subunit
205549_at	0.5080413	2.09e-01	-1.2585639	-5.21904	-0.26655832	PCP4	Purkinje cell protein 4
210267_at	0.5080587	2.09e-01	-1.2583613	-5.21928	-0.19058432	NIPAL3	NIPA like domain containing 3
206755_at	0.5080587	2.09e-01	-1.2583584	-5.21929	-0.20370351	CYP2B6	cytochrome P450 family 2 subfamily B member 6
214804_at	0.5080587	2.09e-01	1.2581859	-5.21949	0.17570464	CENPI	centromere protein I
214540_at	0.5080587	2.09e-01	1.2581557	-5.21952	0.26051835	HIST1H2BO	histone cluster 1, H2bo
219232_s_at	0.5080587	2.09e-01	1.2581238	-5.21956	0.15166735	EGLN3	egl-9 family hypoxia inducible factor 3
214207_s_at	0.5080587	2.09e-01	-1.2580538	-5.21964	-0.14857631	CARD10	caspase recruitment domain family member 10
215310_at	0.5080587	2.09e-01	1.2580363	-5.21966	0.18081225	APC	APC, WNT signaling pathway regulator
211448_s_at	0.5080587	2.09e-01	-1.2579791	-5.21973	-0.15278008	RGS6	regulator of G-protein signaling 6
220911_s_at	0.5080587	2.09e-01	1.2579757	-5.21973	0.19592405	NYNRIN	NYN domain and retroviral integrase containing
201602_s_at	0.5080623	2.09e-01	-1.2579085	-5.21981	-0.13938187	PPP1R12A	protein phosphatase 1 regulatory subunit 12A
204520_x_at	0.508067	2.09e-01	-1.2577814	-5.21996	-0.09089406	BRD1	bromodomain containing 1
209825_s_at	0.508067	2.09e-01	-1.257763	-5.21998	-0.1280337	MIR3658///UCK2	microRNA 3658///uridine-cytidine kinase 2
204636_at	0.508067	2.10e-01	-1.2577138	-5.22004	-0.23542996	COL17A1	collagen type XVII alpha 1 chain
200884_at	0.5081662	2.10e-01	1.2575255	-5.22026	0.15201873	CKB	creatine kinase B
215045_at	0.5081662	2.10e-01	-1.2574111	-5.2204	-0.15927484	CELF3	CUGBP, Elav-like family member 3
206161_s_at	0.5081662	2.10e-01	-1.2574048	-5.2204	-0.10895317	SYT5	synaptotagmin 5
221109_at	0.5081662	2.10e-01	-1.2572968	-5.22053	-0.15479635	LOC100506571	uncharacterized LOC100506571
220623_s_at	0.5081662	2.10e-01	-1.2572734	-5.22056	-0.21035355	TSGA10	testis specific 10
206263_at	0.5081662	2.10e-01	-1.2572219	-5.22062	-0.07777574	FMO4	flavin containing monooxygenase 4
218197_s_at	0.5082031	2.10e-01	-1.2571167	-5.22074	-0.11387946	OXR1	oxidation resistance 1
203962_s_at	0.5083336	2.10e-01	1.2568607	-5.22104	0.18187111	NEBL	nebulette
202241_at	0.5083336	2.10e-01	1.2568415	-5.22106	0.13598341	TRIB1	tribbles pseudokinase 1
203724_s_at	0.5083826	2.10e-01	1.2567225	-5.2212	0.1462146	RUFY3	RUN and FYVE domain containing 3
205175_s_at	0.5087337	2.10e-01	-1.2562589	-5.22175	-0.10105584	KHK	ketohexokinase
204040_at	0.508741	2.10e-01	1.2561874	-5.22183	0.15505768	RNF144A	ring finger protein 144A
203098_at	0.508878	2.10e-01	1.2559135	-5.22215	0.08143893	CDYL	chromodomain Y-like
220950_s_at	0.508878	2.10e-01	-1.255905	-5.22216	-0.09831825	KANSL3	KAT8 regulatory NSL complex subunit 3
221613_s_at	0.5089127	2.10e-01	1.2558024	-5.22228	0.09596277	ZFAND6	zinc finger AN1-type containing 6
201507_at	0.5089684	2.10e-01	1.2556758	-5.22243	0.06560316	PFDN1	prefoldin subunit 1
213879_at	0.5089721	2.10e-01	1.2556085	-5.22251	0.09047006		
213903_s_at	0.5089802	2.10e-01	1.2555362	-5.22259	0.17910565	CNOT9	CCR4-NOT transcription complex subunit 9
205989_s_at	0.5091537	2.10e-01	1.2552753	-5.2229	0.22528074	MOG	myelin oligodendrocyte glycoprotein
211115_x_at	0.5092623	2.10e-01	1.2550884	-5.22312	0.06219898	GEMIN2	gem nuclear organelle associated protein 2
208404_x_at	0.5093635	2.11e-01	-1.25491	-5.22333	-0.15220997	KCNJ5	potassium voltage-gated channel subfamily J member 5
209383_at	0.5099765	2.11e-01	-1.2541025	-5.22427	-0.06871126	DDIT3	DNA damage inducible transcript 3
203669_s_at	0.5099765	2.11e-01	1.2538573	-5.22456	0.15442149	DGAT1	diacylglycerol O-acyltransferase 1
217592_at	0.5099765	2.11e-01	1.2537998	-5.22462	0.09780295	ZSWIM1	zinc finger SWIM-type containing 1
201628_s_at	0.5099765	2.11e-01	-1.25373	-5.22471	-0.07798176	RRAGA	Ras related GTP binding A
212856_at	0.5099765	2.11e-01	1.2536853	-5.22476	0.07514973	GRAMD4	GRAM domain containing 4
221843_s_at	0.5099765	2.11e-01	-1.2536231	-5.22483	-0.18589973	TLDC1	TBC/LysM-associated domain containing 1
219112_at	0.5099765	2.11e-01	1.2535677	-5.2249	0.08470753	RAPGEF6	Rap guanine nucleotide exchange factor 6
39248_at	0.5099765	2.11e-01	1.253543	-5.22493	0.2824461	AQP3	aquaporin 3 (Gill blood group)
208741_at	0.5099765	2.11e-01	1.2534617	-5.22502	0.12026158	SAP18	Sin3A associated protein 18
208686_s_at	0.5099765	2.11e-01	-1.2534454	-5.22504	-0.1473272	BRD2	bromodomain containing 2
219796_s_at	0.5099765	2.11e-01	-1.2533896	-5.2251	-0.1141892	CDHR5	cadherin related family member 5
210291_s_at	0.5099765	2.11e-01	-1.2533563	-5.22514	-0.20745958	ZNF174	zinc finger protein 174
220048_at	0.5099765	2.11e-01	1.2533518	-5.22515	0.10785334	EDAR	ectodysplasin A receptor
221788_at	0.5099765	2.11e-01	1.2533288	-5.22518	0.0964886	PGM3	phosphoglucomutase 3
212494_at	0.5101525	2.11e-01	1.2530653	-5.22548	0.09810352	TNS2	tensin 2
205219_s_at	0.510179	2.11e-01	-1.2529721	-5.22559	-0.10574611	GALK2	galactokinase 2
204487_s_at	0.510191	2.11e-01	1.2528954	-5.22568	0.27712149	KCNQ1	potassium voltage-gated channel subfamily Q member 1
213093_at	0.5102402	2.11e-01	-1.2527663	-5.22583	-0.12307203	PRKCA	protein kinase C alpha
207283_at	0.5102402	2.11e-01	1.2526845	-5.22593	0.11291985	RPL23AP32	ribosomal protein L23a pseudogene 32
210288_at	0.5102402	2.11e-01	-1.2526504	-5.22597	-0.07531868	KLRG1	killer cell lectin like receptor G1
206373_at	0.5103623	2.11e-01	-1.2524484	-5.2262	-0.44142078	ZIC1	Zic family member 1
219089_s_at	0.5105489	2.12e-01	-1.2521728	-5.22653	-0.06882445	ZNF576	zinc finger protein 576
204346_s_at	0.5106075	2.12e-01	-1.2520431	-5.22668	-0.09281902	RASSF1	Ras association domain family member 1
215213_at	0.5106365	2.12e-01	-1.2519429	-5.22679	-0.24714914	NUP54	nucleoporin 54
213481_at	0.5106365	2.12e-01	-1.2517862	-5.22698	-0.15436581	S100A13	S100 calcium binding protein A13
210715_s_at	0.5106365	2.12e-01	1.2517666	-5.227	0.09662139	SPINT2	serine peptidase inhibitor, Kunitz type 2
211935_at	0.5106365	2.12e-01	1.2517325	-5.22704	0.09253751	ARL6IP1	ADP ribosylation factor like GTPase 6 interacting protein 1
210779_x_at	0.5106365	2.12e-01	1.2516953	-5.22708	0.06719488	GEMIN2	gem nuclear organelle associated protein 2
221775_x_at	0.5107847	2.12e-01	-1.2514635	-5.22735	-0.06830304	RPL22	ribosomal protein L22
201673_s_at	0.5108083	2.12e-01	-1.2513736	-5.22746	-0.08268721	GYS1	glycogen synthase 1
218577_at	0.5109251	2.12e-01	1.2511777	-5.22769	0.08031284	LRRC40	leucine rich repeat containing 40
212526_at	0.5109969	2.12e-01	1.251033	-5.22786	0.1524168	SPG20	spastic paraplegia 20 (Troyer syndrome)
211999_at	0.5110561	2.12e-01	1.2509006	-5.22801	0.08056733	MIR4738///H3F3B///H3F3A	microRNA 4738///H3 histone, family 3B///H3 histone, family 3A
217078_s_at	0.5110561	2.12e-01	-1.2507934	-5.22814	-0.18347418	CD300A	CD300a molecule
216167_at	0.5110561	2.12e-01	1.2506436	-5.22831	0.22864107	LRRN2	leucine rich repeat neuronal 2
210295_at	0.5110561	2.12e-01	-1.2506358	-5.22832	-0.10540065	MAGEA10	MAGE family member A10
207277_at	0.5110561	2.12e-01	-1.2505652	-5.2284	-0.11522851	CD209	CD209 molecule
214912_at	0.5110561	2.12e-01	-1.2505596	-5.22841	-0.17385938		
216205_s_at	0.5110561	2.12e-01	-1.2503761	-5.22862	-0.08728766	MFN2	mitofusin 2
219628_at	0.5110561	2.12e-01	-1.2503553	-5.22865	-0.10148426	ZMAT3	zinc finger matrin-type 3
221324_at	0.5110561	2.12e-01	-1.2503497	-5.22865	-0.11059505	TAS2R1	taste 2 receptor member 1
217866_at	0.5110561	2.12e-01	-1.2503363	-5.22867	-0.06595651	CPSF7	cleavage and polyadenylation specific factor 7
211329_x_at	0.5110831	2.12e-01	-1.2502427	-5.22878	-0.1547915	HFE	hemochromatosis
206363_at	0.5113438	2.12e-01	1.2498829	-5.2292	0.2191999	MAF	MAF bZIP transcription factor
205847_at	0.5114609	2.12e-01	1.2496867	-5.22943	0.08187699	PRSS22	protease, serine 22
202336_s_at	0.5116798	2.13e-01	1.2493217	-5.22985	0.18583825	PAM	peptidylglycine alpha-amidating monooxygenase
214189_s_at	0.5116798	2.13e-01	-1.2492597	-5.22992	-0.16715632	GGA2	golgi associated, gamma adaptin ear containing, ARF binding protein 2
213653_at	0.5116798	2.13e-01	1.2492489	-5.22994	0.12271564	METTL3	methyltransferase like 3
216615_s_at	0.5117922	2.13e-01	-1.2490581	-5.23016	-0.0880231	HTR3A	5-hydroxytryptamine receptor 3A
218808_at	0.5118254	2.13e-01	1.2489575	-5.23028	0.1622994	DALRD3	DALR anticodon binding domain containing 3
204843_s_at	0.5119824	2.13e-01	-1.2486635	-5.23062	-0.14327529	PRKAR2A	protein kinase cAMP-dependent type II regulatory subunit alpha
220771_at	0.5119824	2.13e-01	1.248597	-5.2307	0.30193942	LINC00328	long intergenic non-protein coding RNA 328
202740_at	0.5119824	2.13e-01	-1.2485902	-5.2307	-0.10512694	ABHD14A-ACY1///ACY1	ABHD14A-ACY1 readthrough///aminoacylase 1
216409_at	0.5120273	2.13e-01	-1.2484763	-5.23084	-0.08893809	ACSL6	acyl-CoA synthetase long-chain family member 6
213713_s_at	0.5121841	2.13e-01	-1.248235	-5.23112	-0.13811971	GLB1L2	galactosidase beta 1 like 2
207333_at	0.5121861	2.13e-01	1.2481698	-5.23119	0.19600707	NMBR	neuromedin B receptor
209672_s_at	0.5121994	2.13e-01	1.2480919	-5.23128	0.16472295	MIOS	meiosis regulator for oocyte development
43934_at	0.5122716	2.13e-01	-1.247898	-5.23151	-0.09213207	GPR137	G protein-coupled receptor 137
217599_s_at	0.5122716	2.13e-01	-1.2478841	-5.23153	-0.18991672	MDFIC	MyoD family inhibitor domain containing
218301_at	0.5123442	2.13e-01	1.2477386	-5.23169	0.07078846	RNPEPL1	arginyl aminopeptidase like 1
204913_s_at	0.5123467	2.13e-01	-1.2476729	-5.23177	-0.26755853	SOX11	SRY-box 11
217853_at	0.5124636	2.13e-01	1.2474354	-5.23205	0.10619214	TNS3	tensin 3
204614_at	0.5124636	2.13e-01	-1.2474143	-5.23207	-0.22962707	SERPINB2	serpin family B member 2
205318_at	0.5128628	2.13e-01	-1.2468975	-5.23267	-0.09303963	KIF5A	kinesin family member 5A
207249_s_at	0.512935	2.14e-01	1.2467238	-5.23288	0.193116	SLC28A2	solute carrier family 28 member 2
210867_at	0.512935	2.14e-01	-1.246688	-5.23292	-0.14652732	CNOT4	CCR4-NOT transcription complex subunit 4
210254_at	0.512935	2.14e-01	-1.246627	-5.23299	-0.22841664	MS4A3	membrane spanning 4-domains A3
200921_s_at	0.5130991	2.14e-01	-1.2463776	-5.23328	-0.10186425	BTG1	BTG anti-proliferation factor 1
211921_x_at	0.5131894	2.14e-01	-1.2461393	-5.23355	-0.08397815	LOC100506248///MIR1244-2///MIR1244-3///MIR1244-1///LOC728026///PTMA	prothymosin alpha///microRNA 1244-2///microRNA 1244-3///microRNA 1244-1///prothymosin alpha-like///prothymosin, alpha
209089_at	0.5131894	2.14e-01	1.2460289	-5.23368	0.06006817	RAB5A	RAB5A, member RAS oncogene family
221614_s_at	0.5131894	2.14e-01	-1.2459938	-5.23372	-0.13059503	RPH3AL	rabphilin 3A-like (without C2 domains)
222233_s_at	0.5131894	2.14e-01	-1.2459795	-5.23374	-0.11533794	DCLRE1C	DNA cross-link repair 1C
203039_s_at	0.5131894	2.14e-01	1.2459609	-5.23376	0.071114	NDUFS1	NADH:ubiquinone oxidoreductase core subunit S1
204510_at	0.5132083	2.14e-01	1.2458765	-5.23386	0.0981758	CDC7	cell division cycle 7
214487_s_at	0.513377	2.14e-01	-1.2455949	-5.23419	-0.23170323	RAP2B///RAP2A	RAP2B, member of RAS oncogene family///RAP2A, member of RAS oncogene family
210467_x_at	0.513377	2.14e-01	-1.2455593	-5.23423	-0.20467604	MAGEA12	MAGE family member A12
210570_x_at	0.513474	2.14e-01	1.2453395	-5.23448	0.12558584	MAPK9	mitogen-activated protein kinase 9
219882_at	0.513474	2.14e-01	1.2452935	-5.23454	0.17673077	TTLL7	tubulin tyrosine ligase like 7
216600_x_at	0.513474	2.14e-01	-1.2452606	-5.23458	-0.10960658	ALDOB	aldolase, fructose-bisphosphate B
207544_s_at	0.5135271	2.14e-01	-1.2451019	-5.23476	-0.19604489	ADH6	alcohol dehydrogenase 6 (class V)
208215_x_at	0.5135271	2.14e-01	-1.2450476	-5.23482	-0.18606697	DRD4	dopamine receptor D4
204664_at	0.5135271	2.14e-01	-1.2449638	-5.23492	-0.12227276	ALPP	alkaline phosphatase, placental
203421_at	0.5135271	2.14e-01	1.2449491	-5.23494	0.15385437	TP53I11	tumor protein p53 inducible protein 11
209296_at	0.5136097	2.14e-01	1.2447439	-5.23518	0.07143991	PPM1B	protein phosphatase, Mg2+/Mn2+ dependent 1B
219787_s_at	0.5136097	2.14e-01	1.2447297	-5.23519	0.14848991	ECT2	epithelial cell transforming 2
215069_at	0.5136895	2.14e-01	-1.244575	-5.23537	-0.10694916	NMT2	N-myristoyltransferase 2
212738_at	0.5136895	2.14e-01	1.2444897	-5.23547	0.17639271	ARHGAP19	Rho GTPase activating protein 19
211648_at	0.5136895	2.14e-01	-1.2443897	-5.23559	-0.20135833	IGHM///IGHG1	immunoglobulin heavy constant mu///immunoglobulin heavy constant gamma 1 (G1m marker)
219987_at	0.5136895	2.14e-01	-1.244388	-5.23559	-0.14052488	ERVMER34-1	endogenous retrovirus group MER34 member 1
218920_at	0.5137318	2.14e-01	-1.2442771	-5.23572	-0.07169114	FAM193B	family with sequence similarity 193 member B
215540_at	0.5138006	2.14e-01	-1.2440765	-5.23595	-0.14157183	YME1L1	YME1 like 1 ATPase
212668_at	0.5138006	2.14e-01	-1.2440735	-5.23595	-0.17028984	SMURF1	SMAD specific E3 ubiquitin protein ligase 1
208717_at	0.5138781	2.15e-01	1.2439227	-5.23613	0.08094152	OXA1L	OXA1L, mitochondrial inner membrane protein
215323_at	0.5139664	2.15e-01	-1.2437597	-5.23632	-0.20004589	LUZP2	leucine zipper protein 2
218550_s_at	0.5140586	2.15e-01	1.2435922	-5.23651	0.134228	LRRC20	leucine rich repeat containing 20
203481_at	0.5142838	2.15e-01	1.2432737	-5.23688	0.08843812	SLF2	SMC5-SMC6 complex localization factor 2
209640_at	0.5145376	2.15e-01	-1.2427614	-5.23748	-0.07013761	PML	promyelocytic leukemia
207317_s_at	0.5145376	2.15e-01	-1.2427458	-5.23749	-0.16021808	CASQ2	calsequestrin 2
207675_x_at	0.5145376	2.15e-01	-1.2427298	-5.23751	-0.10798804	ARTN	artemin
206114_at	0.5145376	2.15e-01	-1.2426755	-5.23757	-0.23358553	EPHA4	EPH receptor A4
205879_x_at	0.5145376	2.15e-01	-1.2426119	-5.23765	-0.15251103	RET	ret proto-oncogene
213938_at	0.5145376	2.15e-01	-1.2425683	-5.2377	-0.25481325	ERC2	ELKS/RAB6-interacting/CAST family member 2
218806_s_at	0.5145376	2.15e-01	1.2425232	-5.23775	0.27698792	VAV3	vav guanine nucleotide exchange factor 3
205623_at	0.5145376	2.15e-01	-1.2424838	-5.2378	-0.1640895	ALDH3A1	aldehyde dehydrogenase 3 family member A1
216249_at	0.5145399	2.15e-01	-1.2422766	-5.23804	-0.134524	PVT1	Pvt1 oncogene (non-protein coding)
206386_at	0.5145399	2.15e-01	-1.2422198	-5.2381	-0.21219144	SERPINA7	serpin family A member 7
220702_at	0.5145399	2.15e-01	-1.2422137	-5.23811	-0.16839181		
221233_s_at	0.5145399	2.15e-01	-1.2420593	-5.23829	-0.23877352	FAM135A	family with sequence similarity 135 member A
206318_at	0.5145399	2.15e-01	-1.2420542	-5.23829	-0.17069119	EPPIN-WFDC6///EPPIN	EPPIN-WFDC6 readthrough///epididymal peptidase inhibitor
210740_s_at	0.5145399	2.15e-01	1.2420305	-5.23832	0.08335819	ITPK1	inositol-tetrakisphosphate 1-kinase
218868_at	0.5145399	2.15e-01	-1.2419851	-5.23837	-0.13367399	ACTR3B	ARP3 actin related protein 3 homolog B
203673_at	0.5145399	2.15e-01	1.2419796	-5.23838	0.16773446	TG	thyroglobulin
204088_at	0.5145408	2.15e-01	-1.2419158	-5.23845	-0.17404076	P2RX4	purinergic receptor P2X 4
215591_at	0.5146823	2.15e-01	1.2416925	-5.23871	0.26558892	SATB2	SATB homeobox 2
210656_at	0.5147817	2.15e-01	1.241517	-5.23892	0.17805088	EED	embryonic ectoderm development
209702_at	0.5151031	2.16e-01	-1.2410597	-5.23945	-0.11904715	FTO	fat mass and obesity associated
219736_at	0.5151031	2.16e-01	1.2410269	-5.23948	0.21913706	TRIM36	tripartite motif containing 36
